COD_UF;COD_MUN;COD_ESPECIE;LATITUDE;LONGITUDE;NV_GEO_COORD
22;2208304;6;-3.932291;-41.709319;1
22;2208304;6;-3.932271;-41.709384;1
22;2208304;6;-3.932252;-41.709258;1
22;2208304;1;-3.931675;-41.709307;1
22;2208304;6;-3.931584;-41.709323;1
22;2208304;6;-3.931588;-41.709332;1
22;2208304;6;-3.931703;-41.709421;1
22;2208304;6;-3.931697;-41.709431;1
22;2208304;6;-3.931736;-41.709420;1
22;2208304;6;-3.931975;-41.709510;1
22;2208304;1;-3.931922;-41.709485;1
22;2208304;1;-3.931959;-41.709469;1
22;2208304;6;-3.931146;-41.709815;1
22;2208304;6;-3.931145;-41.709771;1
22;2208304;1;-3.931133;-41.709636;1
22;2208304;1;-3.931207;-41.709455;1
22;2208304;6;-3.931644;-41.709381;1
22;2208304;6;-3.931691;-41.709388;1
22;2208304;6;-3.931704;-41.709406;1
22;2208304;6;-3.931757;-41.709415;1
22;2208304;6;-3.931811;-41.709433;1
22;2208304;6;-3.931958;-41.709458;1
22;2208304;6;-3.932200;-41.709651;1
22;2208304;6;-3.932188;-41.709618;1
22;2208304;6;-3.932215;-41.709717;1
22;2208304;6;-3.932204;-41.709732;1
22;2208304;6;-3.932174;-41.709760;1
22;2208304;6;-3.932167;-41.709788;1
22;2208304;6;-3.932152;-41.709846;1
22;2208304;6;-3.932145;-41.709864;1
22;2208304;6;-3.932149;-41.709878;1
22;2208304;1;-3.931939;-41.709965;1
22;2208304;1;-3.931718;-41.709896;1
22;2208304;1;-3.931376;-41.709858;1
22;2208304;6;-3.931818;-41.710216;1
22;2208304;6;-3.931806;-41.710171;1
22;2208304;6;-3.931806;-41.710171;1
22;2208304;6;-3.931967;-41.710000;1
22;2208304;6;-3.932117;-41.710071;1
22;2208304;6;-3.932134;-41.710168;1
22;2208304;6;-3.932081;-41.710279;1
22;2208304;6;-3.932038;-41.710273;1
22;2208304;1;-3.931950;-41.710980;1
22;2208304;6;-3.931967;-41.710959;1
22;2208304;1;-3.932046;-41.710845;1
22;2208304;6;-3.932029;-41.710669;1
22;2208304;1;-3.932070;-41.710543;1
22;2208304;6;-3.932909;-41.710658;1
22;2208304;1;-3.932814;-41.710589;1
22;2208304;1;-3.932749;-41.710612;1
22;2208304;1;-3.932747;-41.710597;1
22;2208304;1;-3.932696;-41.710533;1
22;2208304;1;-3.932627;-41.710557;1
22;2208304;1;-3.932610;-41.710529;1
22;2208304;1;-3.932462;-41.710499;1
22;2208304;6;-3.932414;-41.710460;1
22;2208304;6;-3.932281;-41.710470;1
22;2208304;6;-3.932178;-41.710425;1
22;2208304;1;-3.932928;-41.710822;1
22;2208304;1;-3.932607;-41.711237;1
22;2208304;1;-3.932616;-41.711251;1
22;2208304;1;-3.932582;-41.711246;1
22;2208304;1;-3.932510;-41.711180;1
22;2208304;1;-3.932494;-41.711164;1
22;2208304;6;-3.932568;-41.711203;1
22;2208304;1;-3.932331;-41.711146;1
22;2208304;6;-3.932290;-41.711178;1
22;2208304;5;-3.930924;-41.710724;1
22;2208304;6;-3.931021;-41.710407;1
22;2208304;5;-3.931410;-41.710314;1
22;2208304;6;-3.929939;-41.710036;1
22;2208304;6;-3.929952;-41.710050;1
22;2208304;1;-3.929994;-41.710039;1
22;2208304;1;-3.930085;-41.710022;1
22;2208304;1;-3.930233;-41.710020;1
22;2208304;1;-3.930311;-41.710066;1
22;2208304;6;-3.930486;-41.710098;1
22;2208304;1;-3.930465;-41.710113;1
22;2208304;1;-3.930443;-41.710094;1
22;2208304;1;-3.930233;-41.710014;1
22;2208304;1;-3.930175;-41.709998;1
22;2208304;1;-3.930911;-41.710255;1
22;2208304;1;-3.930834;-41.710358;1
22;2208304;5;-3.930814;-41.710818;1
22;2208304;6;-3.930814;-41.710818;1
22;2208304;6;-3.929999;-41.710705;1
22;2208304;1;-3.929408;-41.709815;1
22;2208304;6;-3.929408;-41.709815;1
22;2208304;1;-3.929418;-41.709941;1
22;2208304;1;-3.929644;-41.709940;1
22;2208304;1;-3.929636;-41.709935;1
22;2208304;6;-3.929636;-41.709935;1
22;2208304;1;-3.929679;-41.709980;1
22;2208304;6;-3.929613;-41.709886;1
22;2208304;1;-3.929948;-41.710072;1
22;2208304;1;-3.929908;-41.710172;1
22;2208304;1;-3.929861;-41.710515;1
22;2208304;1;-3.929897;-41.710605;1
22;2208304;1;-3.929645;-41.710646;1
22;2208304;1;-3.929578;-41.710640;1
22;2208304;1;-3.929419;-41.710585;1
22;2208304;7;-3.929167;-41.710524;1
22;2208304;1;-3.928389;-41.709757;1
22;2208304;4;-3.928366;-41.709860;1
22;2208304;1;-3.928379;-41.710117;1
22;2208304;1;-3.928348;-41.709957;1
22;2208304;6;-3.928344;-41.710044;1
22;2208304;1;-3.928682;-41.709733;1
22;2208304;1;-3.928973;-41.709806;1
22;2208304;1;-3.929177;-41.710078;1
22;2208304;1;-3.929098;-41.710360;1
22;2208304;1;-3.928556;-41.709384;1
22;2208304;1;-3.928462;-41.709431;1
22;2208304;1;-3.928847;-41.709407;1
22;2208304;1;-3.929606;-41.710139;1
22;2208304;1;-3.929566;-41.707944;1
22;2208304;6;-3.929566;-41.707944;1
22;2208304;6;-3.928668;-41.708305;1
22;2208304;6;-3.929090;-41.708426;1
22;2208304;1;-3.929230;-41.708453;1
22;2208304;6;-3.929499;-41.708505;1
22;2208304;1;-3.929400;-41.708549;1
22;2208304;6;-3.928629;-41.708277;1
22;2208304;1;-3.929524;-41.708308;1
22;2208304;1;-3.929574;-41.708123;1
22;2208304;1;-3.929621;-41.707968;1
22;2208304;1;-3.929991;-41.707983;1
22;2208304;1;-3.930132;-41.708116;1
22;2208304;1;-3.930309;-41.708140;1
22;2208304;1;-3.930249;-41.708254;1
22;2208304;6;-3.929746;-41.708515;1
22;2208304;6;-3.929732;-41.708489;1
22;2208304;6;-3.929803;-41.708531;1
22;2208304;6;-3.929886;-41.708542;1
22;2208304;6;-3.929914;-41.708565;1
22;2208304;6;-3.930067;-41.708601;1
22;2208304;6;-3.930183;-41.708674;1
22;2208304;1;-3.929873;-41.708621;1
22;2208304;1;-3.929747;-41.708464;1
22;2208304;6;-3.929802;-41.708484;1
22;2208304;6;-3.929716;-41.708498;1
22;2208304;1;-3.929581;-41.708488;1
22;2208304;6;-3.929535;-41.708529;1
22;2208304;6;-3.929671;-41.708501;1
22;2208304;6;-3.931129;-41.708781;1
22;2208304;6;-3.930808;-41.708715;1
22;2208304;6;-3.930690;-41.708752;1
22;2208304;6;-3.930608;-41.708666;1
22;2208304;6;-3.930509;-41.708667;1
22;2208304;6;-3.930348;-41.708695;1
22;2208304;4;-3.931009;-41.710137;1
22;2208304;6;-3.931848;-41.709892;1
22;2208304;1;-3.930348;-41.709713;1
22;2208304;1;-3.930358;-41.709670;1
22;2208304;1;-3.930208;-41.709647;1
22;2208304;1;-3.930936;-41.710038;1
22;2208304;1;-3.930942;-41.709996;1
22;2208304;6;-3.930920;-41.709947;1
22;2208304;1;-3.930134;-41.709988;1
22;2208304;1;-3.930280;-41.710047;1
22;2208304;1;-3.930440;-41.710064;1
22;2208304;6;-3.929881;-41.709480;1
22;2208304;6;-3.929925;-41.709585;1
22;2208304;1;-3.929854;-41.709546;1
22;2208304;6;-3.930023;-41.709854;1
22;2208304;6;-3.929968;-41.709890;1
22;2208304;1;-3.928526;-41.709182;1
22;2208304;6;-3.928527;-41.708935;1
22;2208304;1;-3.928864;-41.708915;1
22;2208304;1;-3.929161;-41.708914;1
22;2208304;1;-3.929189;-41.708945;1
22;2208304;6;-3.929314;-41.709335;1
22;2208304;1;-3.929190;-41.709443;1
22;2208304;6;-3.929103;-41.709396;1
22;2208304;1;-3.928786;-41.709399;1
22;2208304;6;-3.928665;-41.708424;1
22;2208304;6;-3.928635;-41.708427;1
22;2208304;6;-3.928742;-41.708451;1
22;2208304;6;-3.928815;-41.708491;1
22;2208304;6;-3.928839;-41.708455;1
22;2208304;1;-3.929263;-41.708548;1
22;2208304;6;-3.928726;-41.708458;1
22;2208304;1;-3.928915;-41.708872;1
22;2208304;6;-3.930055;-41.708785;1
22;2208304;1;-3.930102;-41.708782;1
22;2208304;1;-3.930124;-41.708783;1
22;2208304;1;-3.930156;-41.708749;1
22;2208304;1;-3.930070;-41.708820;1
22;2208304;1;-3.930066;-41.708842;1
22;2208304;1;-3.930091;-41.708831;1
22;2208304;1;-3.930091;-41.708831;1
22;2208304;1;-3.930091;-41.708831;1
22;2208304;1;-3.930091;-41.708831;1
22;2208304;6;-3.930090;-41.708839;1
22;2208304;1;-3.929784;-41.708940;1
22;2208304;1;-3.930127;-41.709057;1
22;2208304;1;-3.930526;-41.708655;1
22;2208304;1;-3.930101;-41.709486;1
22;2208304;1;-3.930248;-41.709139;1
22;2208304;6;-3.930436;-41.709196;1
22;2208304;4;-3.930590;-41.709214;1
22;2208304;6;-3.930722;-41.709225;1
22;2208304;6;-3.930492;-41.709707;1
22;2208304;1;-3.930406;-41.709656;1
22;2208304;6;-3.930401;-41.709679;1
22;2208304;6;-3.930301;-41.709678;1
22;2208304;1;-3.929561;-41.709013;1
22;2208304;1;-3.929712;-41.709043;1
22;2208304;6;-3.930074;-41.709270;1
22;2208304;1;-3.930088;-41.709349;1
22;2208304;1;-3.929613;-41.709504;1
22;2208304;1;-3.922108;-41.704127;1
22;2208304;1;-3.922195;-41.704002;1
22;2208304;1;-3.922132;-41.704005;1
22;2208304;1;-3.922147;-41.703968;1
22;2208304;1;-3.922198;-41.703793;1
22;2208304;6;-3.922198;-41.703793;1
22;2208304;6;-3.922198;-41.703583;1
22;2208304;1;-3.922925;-41.704020;1
22;2208304;1;-3.922913;-41.704130;1
22;2208304;1;-3.922967;-41.704230;1
22;2208304;7;-3.922885;-41.704308;1
22;2208304;1;-3.922612;-41.704268;1
22;2208304;1;-3.922453;-41.704250;1
22;2208304;1;-3.922367;-41.704232;1
22;2208304;1;-3.922278;-41.703347;1
22;2208304;1;-3.922293;-41.702922;1
22;2208304;1;-3.922308;-41.703258;1
22;2208304;1;-3.922228;-41.703432;1
22;2208304;6;-3.922228;-41.703432;1
22;2208304;1;-3.922305;-41.703060;1
22;2208304;1;-3.922290;-41.703067;1
22;2208304;1;-3.922690;-41.702782;1
22;2208304;1;-3.922770;-41.702815;1
22;2208304;1;-3.923013;-41.702920;1
22;2208304;1;-3.923057;-41.703158;1
22;2208304;1;-3.923032;-41.703280;1
22;2208304;1;-3.923027;-41.703495;1
22;2208304;1;-3.923095;-41.703047;1
22;2208304;1;-3.924002;-41.703267;1
22;2208304;1;-3.925570;-41.703280;1
22;2208304;1;-3.925535;-41.703255;1
22;2208304;1;-3.925568;-41.703070;1
22;2208304;1;-3.925582;-41.702915;1
22;2208304;1;-3.925555;-41.702875;1
22;2208304;1;-3.925817;-41.702683;1
22;2208304;1;-3.925975;-41.702635;1
22;2208304;1;-3.925398;-41.703587;1
22;2208304;1;-3.925453;-41.703688;1
22;2208304;1;-3.925447;-41.703767;1
22;2208304;1;-3.925393;-41.703913;1
22;2208304;1;-3.925493;-41.703545;1
22;2208304;1;-3.925535;-41.703460;1
22;2208304;1;-3.925702;-41.703492;1
22;2208304;1;-3.925775;-41.703485;1
22;2208304;6;-3.925450;-41.704152;1
22;2208304;6;-3.925670;-41.704195;1
22;2208304;1;-3.925943;-41.704248;1
22;2208304;1;-3.925880;-41.704220;1
22;2208304;1;-3.924867;-41.704115;1
22;2208304;1;-3.925792;-41.704165;1
22;2208304;1;-3.925700;-41.704178;1
22;2208304;1;-3.925342;-41.704468;1
22;2208304;1;-3.925388;-41.704563;1
22;2208304;1;-3.925470;-41.704192;1
22;2208304;6;-3.925422;-41.704130;1
22;2208304;1;-3.925570;-41.704177;1
22;2208304;1;-3.925675;-41.704277;1
22;2208304;1;-3.925740;-41.704248;1
22;2208304;1;-3.925915;-41.704262;1
22;2208304;1;-3.926028;-41.704340;1
22;2208304;1;-3.926155;-41.704850;1
22;2208304;1;-3.926187;-41.704670;1
22;2208304;1;-3.926183;-41.704632;1
22;2208304;1;-3.925425;-41.704902;1
22;2208304;1;-3.925498;-41.704895;1
22;2208304;1;-3.925558;-41.704905;1
22;2208304;1;-3.925717;-41.704958;1
22;2208304;6;-3.925750;-41.705013;1
22;2208304;1;-3.925887;-41.704990;1
22;2208304;1;-3.925990;-41.705020;1
22;2208304;1;-3.925180;-41.705308;1
22;2208304;1;-3.925125;-41.705540;1
22;2208304;1;-3.925185;-41.705660;1
22;2208304;6;-3.925128;-41.705758;1
22;2208304;1;-3.926138;-41.705078;1
22;2208304;1;-3.926055;-41.705023;1
22;2208304;1;-3.925967;-41.705022;1
22;2208304;1;-3.925840;-41.705030;1
22;2208304;7;-3.925722;-41.705002;1
22;2208304;1;-3.925618;-41.705015;1
22;2208304;1;-3.925532;-41.704935;1
22;2208304;1;-3.925487;-41.704925;1
22;2208304;1;-3.925347;-41.704938;1
22;2208304;1;-3.926083;-41.705515;1
22;2208304;1;-3.926100;-41.705338;1
22;2208304;1;-3.925768;-41.705845;1
22;2208304;1;-3.925718;-41.705835;1
22;2208304;7;-3.925467;-41.705793;1
22;2208304;1;-3.925308;-41.705707;1
22;2208304;1;-3.925327;-41.705715;1
22;2208304;1;-3.924898;-41.705307;1
22;2208304;1;-3.924807;-41.705255;1
22;2208304;1;-3.924722;-41.705250;1
22;2208304;1;-3.924645;-41.705287;1
22;2208304;1;-3.924573;-41.705260;1
22;2208304;1;-3.924482;-41.705240;1
22;2208304;1;-3.924833;-41.705205;1
22;2208304;1;-3.925090;-41.705575;1
22;2208304;1;-3.925128;-41.705497;1
22;2208304;1;-3.925150;-41.705348;1
22;2208304;1;-3.924393;-41.705607;1
22;2208304;6;-3.924443;-41.705610;1
22;2208304;1;-3.924517;-41.705567;1
22;2208304;1;-3.924595;-41.705628;1
22;2208304;1;-3.924688;-41.705643;1
22;2208304;1;-3.924787;-41.705668;1
22;2208304;1;-3.923650;-41.704875;1
22;2208304;1;-3.923628;-41.704960;1
22;2208304;1;-3.924103;-41.704707;1
22;2208304;1;-3.924178;-41.704678;1
22;2208304;1;-3.924342;-41.705073;1
22;2208304;1;-3.924343;-41.705210;1
22;2208304;1;-3.924303;-41.705403;1
22;2208304;1;-3.923660;-41.705427;1
22;2208304;1;-3.923822;-41.705482;1
22;2208304;1;-3.923883;-41.705523;1
22;2208304;1;-3.923958;-41.705548;1
22;2208304;1;-3.924030;-41.705475;1
22;2208304;1;-3.923000;-41.704448;1
22;2208304;6;-3.923000;-41.704448;1
22;2208304;1;-3.923008;-41.704140;1
22;2208304;1;-3.923052;-41.704107;1
22;2208304;1;-3.923050;-41.704013;1
22;2208304;1;-3.923232;-41.704087;1
22;2208304;1;-3.923258;-41.703808;1
22;2208304;1;-3.923382;-41.703830;1
22;2208304;1;-3.923693;-41.704172;1
22;2208304;1;-3.923683;-41.704292;1
22;2208304;1;-3.923675;-41.704037;1
22;2208304;1;-3.923713;-41.703958;1
22;2208304;1;-3.923557;-41.704537;1
22;2208304;1;-3.923432;-41.704460;1
22;2208304;1;-3.923282;-41.704468;1
22;2208304;1;-3.923355;-41.704473;1
22;2208304;1;-3.923115;-41.703395;1
22;2208304;1;-3.923097;-41.703507;1
22;2208304;1;-3.923087;-41.703605;1
22;2208304;1;-3.923125;-41.703248;1
22;2208304;1;-3.923153;-41.703107;1
22;2208304;1;-3.923183;-41.703017;1
22;2208304;1;-3.923512;-41.703157;1
22;2208304;1;-3.923825;-41.703347;1
22;2208304;1;-3.923733;-41.703752;1
22;2208304;1;-3.923405;-41.703758;1
22;2208304;1;-3.925420;-41.703293;1
22;2208304;1;-3.924047;-41.703178;1
22;2208304;1;-3.925230;-41.703400;1
22;2208304;1;-3.925190;-41.703352;1
22;2208304;1;-3.925182;-41.703253;1
22;2208304;1;-3.924980;-41.703298;1
22;2208304;1;-3.924850;-41.703330;1
22;2208304;1;-3.924607;-41.703310;1
22;2208304;1;-3.924648;-41.703227;1
22;2208304;1;-3.924553;-41.703893;1
22;2208304;1;-3.924615;-41.703800;1
22;2208304;1;-3.924587;-41.703732;1
22;2208304;1;-3.924600;-41.703633;1
22;2208304;6;-3.924653;-41.703462;1
22;2208304;1;-3.924642;-41.703587;1
22;2208304;1;-3.924897;-41.703382;1
22;2208304;1;-3.924955;-41.703443;1
22;2208304;1;-3.924983;-41.703385;1
22;2208304;1;-3.925108;-41.703417;1
22;2208304;1;-3.925173;-41.703415;1
22;2208304;1;-3.925262;-41.703418;1
22;2208304;1;-3.925387;-41.703427;1
22;2208304;1;-3.925400;-41.703623;1
22;2208304;1;-3.925380;-41.703713;1
22;2208304;1;-3.925347;-41.703738;1
22;2208304;1;-3.925365;-41.703823;1
22;2208304;1;-3.925355;-41.703920;1
22;2208304;1;-3.924577;-41.704273;1
22;2208304;1;-3.924605;-41.704353;1
22;2208304;6;-3.924560;-41.704417;1
22;2208304;1;-3.924738;-41.704098;1
22;2208304;1;-3.924822;-41.704107;1
22;2208304;1;-3.924620;-41.704062;1
22;2208304;1;-3.925107;-41.704148;1
22;2208304;1;-3.925003;-41.704110;1
22;2208304;1;-3.925243;-41.704107;1
22;2208304;6;-3.925287;-41.704188;1
22;2208304;1;-3.925287;-41.704477;1
22;2208304;1;-3.925248;-41.704515;1
22;2208304;1;-3.925237;-41.704583;1
22;2208304;1;-3.925070;-41.704758;1
22;2208304;1;-3.924938;-41.704787;1
22;2208304;1;-3.924843;-41.704772;1
22;2208304;1;-3.924652;-41.704702;1
22;2208304;1;-3.924567;-41.704690;1
22;2208304;1;-3.923725;-41.704450;1
22;2208304;1;-3.924460;-41.704350;1
22;2208304;1;-3.924448;-41.704450;1
22;2208304;1;-3.924368;-41.704665;1
22;2208304;6;-3.924368;-41.704665;1
22;2208304;1;-3.924005;-41.703393;1
22;2208304;1;-3.924092;-41.703395;1
22;2208304;1;-3.924178;-41.703407;1
22;2208304;1;-3.924588;-41.703435;1
22;2208304;7;-3.924545;-41.703642;1
22;2208304;1;-3.924232;-41.703872;1
22;2208304;1;-3.924108;-41.703810;1
22;2208304;1;-3.924027;-41.703830;1
22;2208304;1;-3.923912;-41.703817;1
22;2208304;1;-3.924790;-41.705217;1
22;2208304;1;-3.925112;-41.705235;1
22;2208304;1;-3.925147;-41.705145;1
22;2208304;1;-3.925067;-41.704903;1
22;2208304;6;-3.925067;-41.704903;1
22;2208304;1;-3.924917;-41.704893;1
22;2208304;1;-3.924905;-41.704853;1
22;2208304;1;-3.929069;-41.705528;1
22;2208304;1;-3.929055;-41.705468;1
22;2208304;1;-3.929124;-41.705436;1
22;2208304;1;-3.929115;-41.705322;1
22;2208304;1;-3.929158;-41.705219;1
22;2208304;1;-3.929174;-41.705164;1
22;2208304;6;-3.929184;-41.705089;1
22;2208304;1;-3.929187;-41.705029;1
22;2208304;1;-3.929209;-41.704990;1
22;2208304;1;-3.930005;-41.705460;1
22;2208304;1;-3.929976;-41.705540;1
22;2208304;1;-3.929425;-41.705664;1
22;2208304;1;-3.929533;-41.705723;1
22;2208304;1;-3.929673;-41.705721;1
22;2208304;1;-3.929772;-41.705761;1
22;2208304;1;-3.929801;-41.705778;1
22;2208304;1;-3.929849;-41.705809;1
22;2208304;1;-3.930008;-41.705749;1
22;2208304;1;-3.930010;-41.705644;1
22;2208304;1;-3.930005;-41.705575;1
22;2208304;1;-3.930225;-41.705161;1
22;2208304;1;-3.930758;-41.705336;1
22;2208304;1;-3.930759;-41.705340;1
22;2208304;6;-3.930695;-41.705721;1
22;2208304;1;-3.930229;-41.705851;1
22;2208304;6;-3.930002;-41.705856;1
22;2208304;6;-3.930317;-41.705881;1
22;2208304;6;-3.930310;-41.705885;1
22;2208304;7;-3.930762;-41.705691;1
22;2208304;1;-3.930936;-41.705304;1
22;2208304;1;-3.931028;-41.705319;1
22;2208304;7;-3.931469;-41.705497;1
22;2208304;1;-3.931816;-41.705513;1
22;2208304;1;-3.931772;-41.705683;1
22;2208304;1;-3.931700;-41.705767;1
22;2208304;6;-3.931741;-41.705854;1
22;2208304;6;-3.931743;-41.706038;1
22;2208304;1;-3.931686;-41.706085;1
22;2208304;1;-3.931198;-41.705993;1
22;2208304;1;-3.931796;-41.706121;1
22;2208304;1;-3.931861;-41.705901;1
22;2208304;1;-3.931848;-41.705805;1
22;2208304;1;-3.931912;-41.705793;1
22;2208304;6;-3.931831;-41.705707;1
22;2208304;6;-3.931861;-41.705698;1
22;2208304;6;-3.931921;-41.705571;1
22;2208304;1;-3.932125;-41.705502;1
22;2208304;6;-3.932231;-41.705535;1
22;2208304;1;-3.932237;-41.705557;1
22;2208304;1;-3.932372;-41.705570;1
22;2208304;1;-3.932434;-41.705574;1
22;2208304;1;-3.933003;-41.705743;1
22;2208304;1;-3.932975;-41.705797;1
22;2208304;1;-3.932972;-41.705912;1
22;2208304;1;-3.932912;-41.706112;1
22;2208304;1;-3.932914;-41.706165;1
22;2208304;1;-3.932841;-41.706376;1
22;2208304;6;-3.932948;-41.706353;1
22;2208304;1;-3.932922;-41.706298;1
22;2208304;1;-3.932972;-41.706168;1
22;2208304;1;-3.933019;-41.705965;1
22;2208304;1;-3.932998;-41.705823;1
22;2208304;1;-3.933173;-41.705681;1
22;2208304;1;-3.933276;-41.705708;1
22;2208304;1;-3.933361;-41.705737;1
22;2208304;6;-3.933342;-41.706398;1
22;2208304;1;-3.933369;-41.706171;1
22;2208304;6;-3.933281;-41.706782;1
22;2208304;1;-3.933365;-41.706356;1
22;2208304;1;-3.933406;-41.706264;1
22;2208304;1;-3.933778;-41.705806;1
22;2208304;1;-3.933752;-41.706471;1
22;2208304;6;-3.933457;-41.707411;1
22;2208304;1;-3.934223;-41.705965;1
22;2208304;1;-3.934318;-41.706437;1
22;2208304;1;-3.934398;-41.706657;1
22;2208304;1;-3.934415;-41.706560;1
22;2208304;1;-3.934384;-41.706385;1
22;2208304;1;-3.934421;-41.706347;1
22;2208304;1;-3.934444;-41.706207;1
22;2208304;1;-3.934471;-41.706220;1
22;2208304;1;-3.934480;-41.706154;1
22;2208304;6;-3.934467;-41.706115;1
22;2208304;1;-3.934512;-41.705970;1
22;2208304;1;-3.934347;-41.706724;1
22;2208304;1;-3.934945;-41.706262;1
22;2208304;1;-3.934909;-41.706388;1
22;2208304;1;-3.934906;-41.706500;1
22;2208304;6;-3.934912;-41.706536;1
22;2208304;6;-3.934912;-41.706574;1
22;2208304;1;-3.934929;-41.706254;1
22;2208304;1;-3.934870;-41.706768;1
22;2208304;1;-3.934891;-41.706532;1
22;2208304;6;-3.934918;-41.706474;1
22;2208304;1;-3.934942;-41.706426;1
22;2208304;6;-3.934908;-41.706332;1
22;2208304;1;-3.934933;-41.706329;1
22;2208304;1;-3.934949;-41.706134;1
22;2208304;1;-3.935013;-41.706059;1
22;2208304;6;-3.935320;-41.706160;1
22;2208304;1;-3.935194;-41.706814;1
22;2208304;6;-3.935271;-41.706459;1
22;2208304;1;-3.935452;-41.706140;1
22;2208304;1;-3.935625;-41.706141;1
22;2208304;1;-3.935683;-41.706196;1
22;2208304;1;-3.935788;-41.706201;1
22;2208304;1;-3.935837;-41.706221;1
22;2208304;1;-3.935892;-41.707043;1
22;2208304;1;-3.935837;-41.707073;1
22;2208304;1;-3.935767;-41.706976;1
22;2208304;1;-3.935681;-41.707039;1
22;2208304;1;-3.935619;-41.706962;1
22;2208304;1;-3.935562;-41.706948;1
22;2208304;6;-3.935776;-41.708704;1
22;2208304;1;-3.936308;-41.708370;1
22;2208304;1;-3.936305;-41.708340;1
22;2208304;1;-3.936156;-41.708370;1
22;2208304;1;-3.935964;-41.708286;1
