COD_UF;COD_MUN;COD_ESPECIE;LATITUDE;LONGITUDE;NV_GEO_COORD
22;2208304;1;-3.928921;-41.721212;1
22;2208304;1;-3.929926;-41.721463;1
22;2208304;1;-3.929953;-41.721443;1
22;2208304;1;-3.929369;-41.722260;1
22;2208304;7;-3.929324;-41.722213;1
22;2208304;1;-3.929258;-41.722168;1
22;2208304;1;-3.929094;-41.722141;1
22;2208304;1;-3.928905;-41.722076;1
22;2208304;1;-3.928871;-41.722111;1
22;2208304;1;-3.928833;-41.722133;1
22;2208304;1;-3.928711;-41.722072;1
22;2208304;1;-3.928583;-41.722042;1
22;2208304;1;-3.927517;-41.725542;1
22;2208304;1;-3.927540;-41.725420;1
22;2208304;1;-3.927575;-41.725387;1
22;2208304;1;-3.927527;-41.725297;1
22;2208304;6;-3.927527;-41.725297;1
22;2208304;1;-3.927580;-41.725189;1
22;2208304;1;-3.927532;-41.725080;1
22;2208304;1;-3.927701;-41.724666;1
22;2208304;6;-3.927701;-41.724666;1
22;2208304;1;-3.927807;-41.724343;1
22;2208304;1;-3.927822;-41.724163;1
22;2208304;1;-3.927858;-41.724088;1
22;2208304;1;-3.928023;-41.724087;1
22;2208304;1;-3.928256;-41.723975;1
22;2208304;1;-3.928302;-41.723995;1
22;2208304;7;-3.928347;-41.723984;1
22;2208304;1;-3.928645;-41.724075;1
22;2208304;1;-3.928865;-41.724500;1
22;2208304;1;-3.928816;-41.724570;1
22;2208304;1;-3.930341;-41.720140;1
22;2208304;1;-3.930313;-41.719990;1
22;2208304;1;-3.930333;-41.719896;1
22;2208304;1;-3.930346;-41.719869;1
22;2208304;1;-3.930322;-41.719679;1
22;2208304;1;-3.930380;-41.719501;1
22;2208304;1;-3.930419;-41.719484;1
22;2208304;1;-3.930456;-41.719334;1
22;2208304;1;-3.930408;-41.719230;1
22;2208304;6;-3.930408;-41.719230;1
22;2208304;1;-3.930396;-41.719112;1
22;2208304;1;-3.930605;-41.718725;1
22;2208304;1;-3.930668;-41.718583;1
22;2208304;1;-3.930699;-41.718572;1
22;2208304;1;-3.930669;-41.718570;1
22;2208304;1;-3.930982;-41.718711;1
22;2208304;1;-3.931278;-41.718659;1
22;2208304;7;-3.931251;-41.718982;1
22;2208304;1;-3.931188;-41.719071;1
22;2208304;1;-3.931093;-41.719776;1
22;2208304;1;-3.931063;-41.720006;1
22;2208304;1;-3.931022;-41.720219;1
22;2208304;1;-3.930659;-41.720447;1
22;2208304;1;-3.930603;-41.720450;1
22;2208304;1;-3.930549;-41.720418;1
22;2208304;1;-3.928396;-41.715262;1
22;2208304;1;-3.928943;-41.715642;1
22;2208304;1;-3.928955;-41.715631;1
22;2208304;1;-3.928908;-41.715783;1
22;2208304;1;-3.928860;-41.715909;1
22;2208304;6;-3.928860;-41.715909;1
22;2208304;1;-3.928869;-41.716061;1
22;2208304;1;-3.928823;-41.716120;1
22;2208304;1;-3.928378;-41.716133;1
22;2208304;1;-3.920377;-41.710686;1
22;2208304;6;-3.919059;-41.710689;1
22;2208304;1;-3.919098;-41.710590;1
22;2208304;1;-3.919096;-41.710484;1
22;2208304;1;-3.919113;-41.710400;1
22;2208304;1;-3.919441;-41.710398;1
22;2208304;1;-3.919551;-41.710427;1
22;2208304;1;-3.919650;-41.710451;1
22;2208304;6;-3.919691;-41.711026;1
22;2208304;1;-3.919424;-41.711079;1
22;2208304;1;-3.919150;-41.711191;1
22;2208304;6;-3.919069;-41.710790;1
22;2208304;1;-3.918577;-41.710881;1
22;2208304;1;-3.918623;-41.710787;1
22;2208304;1;-3.918588;-41.710693;1
22;2208304;1;-3.918838;-41.711317;1
22;2208304;6;-3.918838;-41.711317;1
22;2208304;5;-3.916952;-41.710895;1
22;2208304;1;-3.917018;-41.710722;1
22;2208304;1;-3.917101;-41.710038;1
22;2208304;1;-3.917098;-41.709960;1
22;2208304;1;-3.917091;-41.709885;1
22;2208304;1;-3.917148;-41.709746;1
22;2208304;1;-3.917142;-41.709702;1
22;2208304;1;-3.917125;-41.709621;1
22;2208304;1;-3.917181;-41.709510;1
22;2208304;1;-3.917642;-41.709572;1
22;2208304;1;-3.917594;-41.709697;1
22;2208304;1;-3.917623;-41.709805;1
22;2208304;1;-3.917540;-41.709907;1
22;2208304;1;-3.917558;-41.709953;1
22;2208304;1;-3.917565;-41.710085;1
22;2208304;1;-3.917555;-41.710186;1
22;2208304;1;-3.917601;-41.710215;1
22;2208304;1;-3.917633;-41.710107;1
22;2208304;1;-3.917669;-41.709962;1
22;2208304;1;-3.917686;-41.709910;1
22;2208304;1;-3.917685;-41.709820;1
22;2208304;1;-3.917673;-41.709677;1
22;2208304;1;-3.917727;-41.709612;1
22;2208304;1;-3.917787;-41.709444;1
22;2208304;1;-3.917874;-41.709458;1
22;2208304;1;-3.917972;-41.709490;1
22;2208304;1;-3.918071;-41.709496;1
22;2208304;1;-3.918149;-41.709666;1
22;2208304;1;-3.918089;-41.709819;1
22;2208304;1;-3.918124;-41.709860;1
22;2208304;1;-3.918023;-41.709917;1
22;2208304;1;-3.918057;-41.710062;1
22;2208304;1;-3.918057;-41.710131;1
22;2208304;1;-3.918067;-41.710282;1
22;2208304;6;-3.917243;-41.711615;1
22;2208304;1;-3.917267;-41.709361;1
22;2208304;1;-3.917374;-41.709367;1
22;2208304;1;-3.917449;-41.709369;1
22;2208304;1;-3.917520;-41.709364;1
22;2208304;1;-3.917607;-41.709384;1
22;2208304;1;-3.916445;-41.711548;1
22;2208304;1;-3.916447;-41.711465;1
22;2208304;1;-3.916562;-41.711332;1
22;2208304;1;-3.916511;-41.711315;1
22;2208304;1;-3.916521;-41.711169;1
22;2208304;1;-3.916544;-41.711060;1
22;2208304;1;-3.916529;-41.710983;1
22;2208304;1;-3.916541;-41.710890;1
22;2208304;6;-3.916541;-41.710890;1
22;2208304;1;-3.916586;-41.710781;1
22;2208304;1;-3.916591;-41.710619;1
22;2208304;1;-3.916684;-41.710604;1
22;2208304;1;-3.916795;-41.710619;1
22;2208304;1;-3.916931;-41.710615;1
22;2208304;1;-3.916860;-41.710828;1
22;2208304;7;-3.916880;-41.710878;1
22;2208304;1;-3.916858;-41.710968;1
22;2208304;1;-3.916870;-41.711108;1
22;2208304;1;-3.916860;-41.711139;1
22;2208304;1;-3.916847;-41.711220;1
22;2208304;1;-3.916828;-41.711291;1
22;2208304;1;-3.916852;-41.711419;1
22;2208304;1;-3.916803;-41.711459;1
22;2208304;1;-3.916758;-41.711719;1
22;2208304;1;-3.916662;-41.711795;1
22;2208304;1;-3.916554;-41.711815;1
22;2208304;1;-3.916462;-41.711788;1
22;2208304;1;-3.916036;-41.711609;1
22;2208304;1;-3.915985;-41.711501;1
22;2208304;1;-3.915990;-41.711408;1
22;2208304;1;-3.916002;-41.711342;1
22;2208304;1;-3.915974;-41.711297;1
22;2208304;1;-3.915993;-41.711216;1
22;2208304;1;-3.916011;-41.711089;1
22;2208304;1;-3.916006;-41.710942;1
22;2208304;1;-3.916104;-41.710900;1
22;2208304;1;-3.916041;-41.710823;1
22;2208304;1;-3.916036;-41.710741;1
22;2208304;1;-3.916132;-41.710549;1
22;2208304;1;-3.916223;-41.710542;1
22;2208304;1;-3.916360;-41.710580;1
22;2208304;1;-3.916437;-41.710563;1
22;2208304;1;-3.916451;-41.710784;1
22;2208304;1;-3.916476;-41.710832;1
22;2208304;6;-3.916476;-41.710832;1
22;2208304;1;-3.916473;-41.710954;1
22;2208304;1;-3.916403;-41.711048;1
22;2208304;1;-3.916402;-41.711110;1
22;2208304;1;-3.916425;-41.711266;1
22;2208304;1;-3.916428;-41.711318;1
22;2208304;1;-3.916425;-41.711369;1
22;2208304;1;-3.916379;-41.711455;1
22;2208304;1;-3.916383;-41.711535;1
22;2208304;1;-3.916310;-41.711895;1
22;2208304;6;-3.916310;-41.711895;1
22;2208304;1;-3.916188;-41.711864;1
22;2208304;1;-3.916090;-41.711891;1
22;2208304;1;-3.915982;-41.711900;1
22;2208304;1;-3.916124;-41.710177;1
22;2208304;1;-3.916110;-41.710076;1
22;2208304;1;-3.916125;-41.709978;1
22;2208304;6;-3.916125;-41.709978;1
22;2208304;1;-3.916164;-41.709877;1
22;2208304;1;-3.916174;-41.709777;1
22;2208304;1;-3.916196;-41.709737;1
22;2208304;1;-3.916170;-41.709620;1
22;2208304;1;-3.916170;-41.709554;1
22;2208304;1;-3.916192;-41.709425;1
22;2208304;1;-3.916199;-41.709415;1
22;2208304;1;-3.916206;-41.709355;1
22;2208304;1;-3.916263;-41.709162;1
22;2208304;1;-3.916378;-41.709170;1
22;2208304;1;-3.916492;-41.709178;1
22;2208304;1;-3.916580;-41.709167;1
22;2208304;1;-3.916613;-41.709412;1
22;2208304;1;-3.916610;-41.709520;1
22;2208304;6;-3.916610;-41.709520;1
22;2208304;1;-3.916623;-41.709555;1
22;2208304;1;-3.916620;-41.709720;1
22;2208304;1;-3.916554;-41.709842;1
22;2208304;1;-3.916565;-41.709852;1
22;2208304;1;-3.916554;-41.709965;1
22;2208304;1;-3.916522;-41.710086;1
22;2208304;1;-3.916543;-41.710097;1
22;2208304;1;-3.916546;-41.710264;1
22;2208304;1;-3.916461;-41.710441;1
22;2208304;1;-3.916342;-41.710452;1
22;2208304;1;-3.916209;-41.710435;1
22;2208304;1;-3.916115;-41.710450;1
22;2208304;6;-3.916115;-41.710450;1
22;2208304;1;-3.916661;-41.710255;1
22;2208304;1;-3.916613;-41.710168;1
22;2208304;1;-3.916608;-41.710056;1
22;2208304;1;-3.916645;-41.710000;1
22;2208304;1;-3.916642;-41.709910;1
22;2208304;1;-3.916652;-41.709851;1
22;2208304;1;-3.916653;-41.709745;1
22;2208304;1;-3.916659;-41.709689;1
22;2208304;1;-3.916653;-41.709636;1
22;2208304;1;-3.916675;-41.709572;1
22;2208304;1;-3.916673;-41.709430;1
22;2208304;1;-3.916824;-41.709231;1
22;2208304;1;-3.916859;-41.709309;1
22;2208304;1;-3.916930;-41.709283;1
22;2208304;1;-3.917057;-41.709286;1
22;2208304;1;-3.917111;-41.709428;1
22;2208304;1;-3.917137;-41.709502;1
22;2208304;6;-3.917137;-41.709502;1
22;2208304;1;-3.917122;-41.709621;1
22;2208304;1;-3.917060;-41.709729;1
22;2208304;1;-3.917042;-41.709763;1
22;2208304;1;-3.917086;-41.709877;1
22;2208304;1;-3.917077;-41.709973;1
22;2208304;1;-3.917013;-41.710016;1
22;2208304;1;-3.917009;-41.710069;1
22;2208304;1;-3.917029;-41.710153;1
22;2208304;6;-3.917029;-41.710153;1
22;2208304;1;-3.917019;-41.710224;1
22;2208304;1;-3.917044;-41.710285;1
22;2208304;1;-3.916908;-41.710526;1
22;2208304;1;-3.916817;-41.710515;1
22;2208304;1;-3.916726;-41.710554;1
22;2208304;1;-3.916628;-41.710458;1
22;2208304;1;-3.918725;-41.709624;1
22;2208304;1;-3.918767;-41.709650;1
22;2208304;1;-3.919119;-41.709829;1
22;2208304;1;-3.919166;-41.709983;1
22;2208304;1;-3.919148;-41.710179;1
22;2208304;1;-3.919044;-41.710274;1
22;2208304;1;-3.919138;-41.710289;1
22;2208304;1;-3.919134;-41.710103;1
22;2208304;6;-3.919134;-41.710103;1
22;2208304;1;-3.919182;-41.710065;1
22;2208304;1;-3.919192;-41.709962;1
22;2208304;1;-3.919249;-41.709857;1
22;2208304;7;-3.919201;-41.709755;1
22;2208304;7;-3.919434;-41.709847;1
22;2208304;7;-3.919501;-41.709819;1
22;2208304;7;-3.919561;-41.709824;1
22;2208304;1;-3.920118;-41.709898;1
22;2208304;1;-3.920114;-41.710086;1
22;2208304;1;-3.920113;-41.710214;1
22;2208304;1;-3.919627;-41.710349;1
22;2208304;1;-3.919558;-41.710402;1
22;2208304;1;-3.918339;-41.711436;1
22;2208304;1;-3.914033;-41.702927;1
22;2208304;1;-3.913967;-41.703177;1
22;2208304;6;-3.915003;-41.702778;1
22;2208304;1;-3.914797;-41.702768;1
22;2208304;1;-3.914717;-41.702718;1
22;2208304;1;-3.914650;-41.702688;1
22;2208304;1;-3.914305;-41.702643;1
22;2208304;7;-3.914237;-41.702628;1
22;2208304;1;-3.914897;-41.703670;1
22;2208304;1;-3.914982;-41.703295;1
22;2208304;1;-3.915003;-41.703087;1
22;2208304;1;-3.914510;-41.703708;1
22;2208304;1;-3.914510;-41.703708;1
22;2208304;1;-3.914283;-41.703653;1
22;2208304;1;-3.914038;-41.703605;1
22;2208304;1;-3.914122;-41.703650;1
22;2208304;1;-3.914142;-41.702353;1
22;2208304;7;-3.914620;-41.702168;1
22;2208304;1;-3.914683;-41.702170;1
22;2208304;1;-3.914732;-41.702215;1
22;2208304;1;-3.915160;-41.702280;1
22;2208304;1;-3.915037;-41.702407;1
22;2208304;1;-3.915107;-41.702533;1
22;2208304;1;-3.914832;-41.702562;1
22;2208304;1;-3.914183;-41.702563;1
22;2208304;1;-3.914225;-41.702560;1
22;2208304;1;-3.915088;-41.702183;1
22;2208304;1;-3.915003;-41.702165;1
22;2208304;1;-3.914943;-41.702145;1
22;2208304;1;-3.914877;-41.702050;1
22;2208304;1;-3.917543;-41.700673;1
22;2208304;1;-3.917475;-41.700915;1
22;2208304;1;-3.915815;-41.700848;1
22;2208304;1;-3.916910;-41.700982;1
22;2208304;1;-3.917305;-41.701050;1
22;2208304;1;-3.915740;-41.699328;1
22;2208304;6;-3.915558;-41.700505;1
22;2208304;1;-3.918540;-41.700720;1
22;2208304;1;-3.917588;-41.701110;1
22;2208304;1;-3.918437;-41.700795;1
22;2208304;1;-3.918378;-41.700775;1
22;2208304;1;-3.918213;-41.700765;1
22;2208304;7;-3.919480;-41.701330;1
22;2208304;1;-3.919308;-41.702238;1
22;2208304;1;-3.919332;-41.702095;1
22;2208304;1;-3.919372;-41.701995;1
22;2208304;1;-3.919350;-41.701902;1
22;2208304;1;-3.919392;-41.701792;1
22;2208304;1;-3.919413;-41.701687;1
22;2208304;1;-3.919483;-41.701347;1
22;2208304;7;-3.919418;-41.701523;1
22;2208304;1;-3.919200;-41.702407;1
22;2208304;1;-3.918853;-41.702370;1
22;2208304;1;-3.918608;-41.702323;1
22;2208304;1;-3.918448;-41.702287;1
22;2208304;1;-3.918478;-41.701427;1
22;2208304;1;-3.918470;-41.701558;1
22;2208304;1;-3.918443;-41.701817;1
22;2208304;1;-3.918617;-41.701355;1
22;2208304;1;-3.918722;-41.701385;1
22;2208304;1;-3.918827;-41.701390;1
22;2208304;1;-3.918925;-41.701425;1
22;2208304;1;-3.918378;-41.700753;1
22;2208304;1;-3.918052;-41.700547;1
22;2208304;1;-3.917943;-41.700498;1
22;2208304;1;-3.918648;-41.701308;1
22;2208304;7;-3.918787;-41.701312;1
22;2208304;1;-3.918887;-41.701343;1
22;2208304;1;-3.918995;-41.701375;1
22;2208304;1;-3.919065;-41.701345;1
22;2208304;1;-3.918665;-41.701210;1
22;2208304;6;-3.918585;-41.701028;1
22;2208304;1;-3.920308;-41.702268;1
22;2208304;1;-3.920352;-41.702155;1
22;2208304;1;-3.920417;-41.701952;1
22;2208304;1;-3.920218;-41.702618;1
22;2208304;1;-3.920147;-41.702548;1
22;2208304;1;-3.920062;-41.702600;1
22;2208304;1;-3.919748;-41.702538;1
22;2208304;1;-3.919667;-41.702510;1
22;2208304;1;-3.919362;-41.702443;1
22;2208304;1;-3.919500;-41.702530;1
22;2208304;1;-3.919448;-41.702242;1
22;2208304;7;-3.919423;-41.702203;1
22;2208304;1;-3.919483;-41.702102;1
22;2208304;1;-3.919480;-41.701893;1
22;2208304;1;-3.919528;-41.701798;1
22;2208304;1;-3.921352;-41.702410;1
22;2208304;1;-3.921325;-41.702538;1
22;2208304;1;-3.921315;-41.702598;1
22;2208304;1;-3.920455;-41.702668;1
22;2208304;1;-3.920537;-41.702687;1
22;2208304;6;-3.920537;-41.702687;1
22;2208304;1;-3.920967;-41.702780;1
22;2208304;1;-3.920885;-41.702765;1
22;2208304;1;-3.920613;-41.702743;1
22;2208304;1;-3.921208;-41.702855;1
22;2208304;1;-3.921130;-41.702825;1
22;2208304;1;-3.921065;-41.702807;1
22;2208304;6;-3.921065;-41.702807;1
22;2208304;1;-3.920477;-41.701962;1
22;2208304;6;-3.920477;-41.701962;1
22;2208304;1;-3.920440;-41.702268;1
22;2208304;1;-3.920432;-41.702333;1
22;2208304;1;-3.922262;-41.702923;1
22;2208304;1;-3.922325;-41.702615;1
22;2208304;7;-3.922275;-41.702602;1
22;2208304;1;-3.922077;-41.702945;1
22;2208304;1;-3.922037;-41.702882;1
22;2208304;1;-3.921537;-41.702862;1
22;2208304;1;-3.921415;-41.702838;1
22;2208304;6;-3.921415;-41.702838;1
22;2208304;1;-3.921810;-41.702943;1
22;2208304;1;-3.921730;-41.702910;1
22;2208304;1;-3.921385;-41.702603;1
22;2208304;1;-3.921413;-41.702527;1
22;2208304;1;-3.921467;-41.702392;1
22;2208304;1;-3.921447;-41.702315;1
22;2208304;1;-3.920270;-41.703073;1
22;2208304;1;-3.920223;-41.703335;1
22;2208304;1;-3.920475;-41.702797;1
22;2208304;1;-3.920615;-41.702818;1
22;2208304;1;-3.921185;-41.703278;1
22;2208304;1;-3.921213;-41.703025;1
22;2208304;6;-3.921285;-41.702950;1
22;2208304;1;-3.920562;-41.703715;1
22;2208304;1;-3.920577;-41.703700;1
22;2208304;1;-3.920717;-41.703765;1
22;2208304;1;-3.920878;-41.703765;1
22;2208304;1;-3.920050;-41.704525;1
22;2208304;1;-3.920048;-41.704428;1
22;2208304;1;-3.920038;-41.704303;1
22;2208304;1;-3.920087;-41.704250;1
22;2208304;1;-3.920077;-41.704163;1
22;2208304;1;-3.920092;-41.704138;1
22;2208304;1;-3.920082;-41.703975;1
22;2208304;1;-3.920125;-41.703930;1
22;2208304;1;-3.920138;-41.703853;1
22;2208304;1;-3.920378;-41.703808;1
22;2208304;1;-3.920435;-41.703835;1
22;2208304;1;-3.920568;-41.703857;1
22;2208304;1;-3.920595;-41.703933;1
22;2208304;1;-3.920780;-41.703923;1
22;2208304;1;-3.920837;-41.703952;1
22;2208304;1;-3.920928;-41.703922;1
22;2208304;1;-3.921015;-41.703913;1
22;2208304;1;-3.920920;-41.704223;1
22;2208304;1;-3.920920;-41.704393;1
22;2208304;1;-3.920942;-41.704488;1
22;2208304;1;-3.920907;-41.704702;1
22;2208304;1;-3.920668;-41.704783;1
22;2208304;1;-3.920603;-41.704720;1
22;2208304;1;-3.920493;-41.704637;1
22;2208304;1;-3.920380;-41.704710;1
22;2208304;1;-3.920313;-41.704728;1
22;2208304;1;-3.920100;-41.704632;1
22;2208304;6;-3.920052;-41.704628;1
22;2208304;6;-3.919100;-41.703543;1
22;2208304;6;-3.919145;-41.703628;1
22;2208304;6;-3.919060;-41.703677;1
22;2208304;1;-3.919067;-41.704078;1
22;2208304;1;-3.919787;-41.703678;1
22;2208304;1;-3.919792;-41.703730;1
22;2208304;1;-3.919522;-41.703585;1
22;2208304;1;-3.920113;-41.703800;1
22;2208304;7;-3.920032;-41.703930;1
22;2208304;1;-3.919982;-41.704205;1
22;2208304;1;-3.919995;-41.704065;1
22;2208304;1;-3.919970;-41.704132;1
22;2208304;6;-3.919065;-41.704530;1
22;2208304;6;-3.919030;-41.704512;1
22;2208304;1;-3.919030;-41.704512;1
22;2208304;1;-3.919285;-41.704590;1
22;2208304;1;-3.919780;-41.704638;1
22;2208304;6;-3.917988;-41.704207;1
22;2208304;1;-3.918037;-41.704007;1
22;2208304;7;-3.918082;-41.703945;1
22;2208304;1;-3.918107;-41.703830;1
22;2208304;1;-3.918093;-41.703683;1
22;2208304;1;-3.918078;-41.703583;1
22;2208304;6;-3.918137;-41.703500;1
22;2208304;6;-3.918140;-41.703442;1
22;2208304;1;-3.918058;-41.703455;1
22;2208304;1;-3.917893;-41.704233;1
22;2208304;1;-3.918248;-41.703305;1
22;2208304;1;-3.918408;-41.703395;1
22;2208304;6;-3.918467;-41.703460;1
22;2208304;1;-3.918525;-41.703425;1
22;2208304;1;-3.918662;-41.703468;1
22;2208304;1;-3.918767;-41.703497;1
22;2208304;1;-3.918943;-41.703543;1
22;2208304;6;-3.919142;-41.703615;1
22;2208304;1;-3.919112;-41.703600;1
22;2208304;6;-3.919142;-41.703615;1
22;2208304;1;-3.919043;-41.703802;1
22;2208304;1;-3.918923;-41.703715;1
22;2208304;1;-3.918962;-41.703980;1
22;2208304;6;-3.918960;-41.704103;1
22;2208304;1;-3.918960;-41.704103;1
22;2208304;1;-3.918960;-41.704103;1
22;2208304;6;-3.918943;-41.704213;1
22;2208304;1;-3.918943;-41.704213;1
22;2208304;1;-3.918640;-41.704447;1
22;2208304;1;-3.918640;-41.704447;1
22;2208304;1;-3.918625;-41.704415;1
22;2208304;1;-3.918535;-41.704358;1
22;2208304;1;-3.918437;-41.704400;1
22;2208304;6;-3.918327;-41.704428;1
22;2208304;1;-3.918233;-41.704377;1
22;2208304;7;-3.918163;-41.704350;1
22;2208304;1;-3.918003;-41.704325;1
22;2208304;1;-3.918405;-41.704425;1
22;2208304;1;-3.917002;-41.703853;1
22;2208304;6;-3.917115;-41.703187;1
22;2208304;1;-3.917115;-41.703187;1
22;2208304;1;-3.917293;-41.703222;1
22;2208304;1;-3.917390;-41.703223;1
22;2208304;6;-3.917490;-41.703272;1
22;2208304;1;-3.917793;-41.703297;1
22;2208304;6;-3.917780;-41.703288;1
22;2208304;6;-3.917780;-41.703288;1
22;2208304;1;-3.917970;-41.703327;1
22;2208304;1;-3.917970;-41.703327;1
22;2208304;1;-3.917928;-41.704045;1
22;2208304;1;-3.917990;-41.703695;1
22;2208304;1;-3.917990;-41.703685;1
22;2208304;1;-3.917058;-41.704188;1
22;2208304;1;-3.917288;-41.704192;1
22;2208304;1;-3.917495;-41.704222;1
22;2208304;6;-3.917495;-41.704222;1
22;2208304;1;-3.917633;-41.704258;1
22;2208304;1;-3.917725;-41.704265;1
22;2208304;6;-3.917745;-41.704230;1
22;2208304;6;-3.917828;-41.704283;1
22;2208304;1;-3.916078;-41.703345;1
22;2208304;1;-3.916135;-41.703302;1
22;2208304;1;-3.916230;-41.703037;1
22;2208304;7;-3.916368;-41.702967;1
22;2208304;1;-3.916485;-41.703008;1
22;2208304;1;-3.916622;-41.703080;1
22;2208304;1;-3.916688;-41.703105;1
22;2208304;1;-3.916818;-41.703095;1
22;2208304;1;-3.916885;-41.703083;1
22;2208304;1;-3.917095;-41.703300;1
22;2208304;1;-3.917095;-41.703300;1
22;2208304;1;-3.917095;-41.703300;1
22;2208304;1;-3.917033;-41.703452;1
22;2208304;1;-3.917010;-41.703543;1
22;2208304;1;-3.916995;-41.703730;1
22;2208304;1;-3.916995;-41.703730;1
22;2208304;1;-3.916342;-41.704033;1
22;2208304;1;-3.916450;-41.704070;1
22;2208304;1;-3.916278;-41.704010;1
22;2208304;1;-3.916243;-41.703925;1
22;2208304;1;-3.915043;-41.703352;1
22;2208304;7;-3.915090;-41.703173;1
22;2208304;1;-3.916057;-41.702955;1
22;2208304;1;-3.915915;-41.702978;1
22;2208304;1;-3.915857;-41.702977;1
22;2208304;1;-3.915712;-41.702952;1
22;2208304;1;-3.915655;-41.702902;1
22;2208304;1;-3.915423;-41.702845;1
22;2208304;1;-3.915367;-41.702845;1
22;2208304;1;-3.915297;-41.702822;1
22;2208304;6;-3.915242;-41.702800;1
22;2208304;6;-3.916057;-41.703058;1
22;2208304;1;-3.915517;-41.703867;1
22;2208304;1;-3.915443;-41.703843;1
22;2208304;1;-3.915368;-41.703782;1
22;2208304;6;-3.915323;-41.703747;1
22;2208304;1;-3.915273;-41.703785;1
22;2208304;1;-3.915252;-41.702088;1
22;2208304;1;-3.915252;-41.702088;1
22;2208304;1;-3.915262;-41.701973;1
22;2208304;1;-3.915262;-41.701973;1
22;2208304;1;-3.915323;-41.701830;1
22;2208304;1;-3.916205;-41.701995;1
22;2208304;1;-3.915972;-41.702073;1
22;2208304;1;-3.915915;-41.701892;1
22;2208304;1;-3.915815;-41.701867;1
22;2208304;1;-3.915792;-41.701870;1
22;2208304;1;-3.915680;-41.701843;1
22;2208304;1;-3.915630;-41.701795;1
22;2208304;1;-3.916202;-41.702455;1
22;2208304;1;-3.916170;-41.702358;1
22;2208304;1;-3.916212;-41.702228;1
22;2208304;1;-3.916063;-41.702850;1
22;2208304;1;-3.915952;-41.702833;1
22;2208304;1;-3.915857;-41.702873;1
22;2208304;1;-3.915622;-41.702840;1
22;2208304;1;-3.915410;-41.702777;1
22;2208304;1;-3.915857;-41.700853;1
22;2208304;1;-3.915720;-41.700808;1
22;2208304;1;-3.915847;-41.700842;1
22;2208304;1;-3.916338;-41.701370;1
22;2208304;7;-3.916330;-41.701477;1
22;2208304;1;-3.916407;-41.701207;1
22;2208304;1;-3.916425;-41.701293;1
22;2208304;1;-3.916463;-41.701317;1
22;2208304;1;-3.916560;-41.700985;1
22;2208304;1;-3.916770;-41.701002;1
22;2208304;1;-3.916885;-41.701025;1
22;2208304;1;-3.916995;-41.701048;1
22;2208304;1;-3.917080;-41.701000;1
22;2208304;1;-3.917080;-41.701000;1
22;2208304;6;-3.917355;-41.701047;1
22;2208304;1;-3.917453;-41.701293;1
22;2208304;1;-3.917380;-41.701408;1
22;2208304;1;-3.917380;-41.701408;1
22;2208304;1;-3.917370;-41.701498;1
22;2208304;1;-3.917332;-41.701582;1
22;2208304;1;-3.917335;-41.701693;1
22;2208304;1;-3.917277;-41.701810;1
22;2208304;1;-3.917105;-41.702088;1
22;2208304;1;-3.916967;-41.702012;1
22;2208304;1;-3.916903;-41.701978;1
22;2208304;1;-3.916723;-41.701967;1
22;2208304;1;-3.916625;-41.701952;1
22;2208304;1;-3.917203;-41.702077;1
22;2208304;7;-3.917387;-41.701857;1
22;2208304;1;-3.917943;-41.701302;1
22;2208304;1;-3.917895;-41.701280;1
22;2208304;1;-3.917813;-41.701293;1
22;2208304;1;-3.918402;-41.701688;1
22;2208304;1;-3.918388;-41.701603;1
22;2208304;1;-3.918403;-41.701475;1
22;2208304;1;-3.918412;-41.701418;1
22;2208304;1;-3.917357;-41.701978;1
22;2208304;1;-3.917815;-41.702110;1
22;2208304;1;-3.918012;-41.702243;1
22;2208304;1;-3.918182;-41.702278;1
22;2208304;1;-3.919218;-41.703018;1
22;2208304;1;-3.919332;-41.703030;1
22;2208304;1;-3.919305;-41.702940;1
22;2208304;1;-3.919340;-41.702835;1
22;2208304;1;-3.919328;-41.702723;1
22;2208304;1;-3.919585;-41.702642;1
22;2208304;1;-3.920015;-41.702715;1
22;2208304;6;-3.919545;-41.702582;1
22;2208304;1;-3.920255;-41.702997;1
22;2208304;1;-3.920232;-41.703083;1
22;2208304;1;-3.920163;-41.703195;1
22;2208304;1;-3.920123;-41.703153;1
22;2208304;1;-3.920167;-41.703278;1
22;2208304;1;-3.920122;-41.703303;1
22;2208304;1;-3.920143;-41.703443;1
22;2208304;1;-3.920093;-41.703630;1
22;2208304;1;-3.919705;-41.703623;1
22;2208304;1;-3.919865;-41.703718;1
22;2208304;1;-3.918203;-41.703097;1
22;2208304;1;-3.918255;-41.702805;1
22;2208304;7;-3.918158;-41.703133;1
22;2208304;6;-3.918380;-41.702650;1
22;2208304;1;-3.918878;-41.702457;1
22;2208304;1;-3.918878;-41.702457;1
22;2208304;1;-3.918878;-41.702457;1
22;2208304;1;-3.919052;-41.702530;1
22;2208304;1;-3.919132;-41.703187;1
22;2208304;1;-3.919132;-41.703187;1
22;2208304;7;-3.919248;-41.702667;1
22;2208304;1;-3.919205;-41.703045;1
22;2208304;1;-3.918765;-41.703363;1
22;2208304;1;-3.918828;-41.703373;1
22;2208304;1;-3.918450;-41.703327;1
22;2208304;4;-3.917205;-41.702733;1
22;2208304;6;-3.918215;-41.702803;1
22;2208304;1;-3.917867;-41.703203;1
